CommentId,VideoId,Text,text_clean,text_processed,IsToxic,IsAbusive,IsThreat,IsProvocative,IsObscene,IsHatespeech,IsRacist,IsNationalist,IsSexist,IsHomophobic,IsReligiousHate,IsRadicalism,IsAnyToxic
Uggte-vb2ZLTQ3gCoAEC,04kJtp6pVXI,"You actually CAN shout ""fire"" in a crowded theater. Christopher Hitchens demonstrated this in his talk about ""free speech."" Look it up. The interviewee is correct. Cops serve the public, not the other way around. And it is consistent with serving that public that the police department represent that public's race and ethnicity in its ranks. Hire a bunch of big, tough, black guys to the police department and you will have fewer blacks being shot to death by a puny white guy who felt humiliated when he got bitch slapped by a teenager. ",you actually can shout fire in a crowded theater christopher hitchens demonstrated this in his talk about free speech look it up the interviewee is correct cops serve the public not the other way around and it is consistent with serving that public that the police department represent that public's race and ethnicity in its ranks hire a bunch of big tough black guys to the police department and you will have fewer blacks being shot to death by a puny white guy who felt humiliated when he got bitch slapped by a teenager,actually shout fire crowded theater christopher hitchen demonstrate talk free speech look interviewee correct cop serve public way consistent serve public police department represent public race ethnicity rank hire bunch big tough black guy police department black shoot death puny white guy felt humiliate bitch slap teenager,True,True,False,False,True,False,False,False,False,False,False,False,1
UggtH27r-TTcZHgCoAEC,04kJtp6pVXI,"I think ,he kill him",i think he kill him,think kill,True,True,False,False,False,False,False,False,False,False,False,False,1
UggtknH4gMWWfXgCoAEC,04kJtp6pVXI,LEGALIZE MARIJUANA! Then problems will stop,legalize marijuana then problems will stop,legalize marijuana problem stop,False,False,False,False,False,False,False,False,False,False,False,False,0
Ugg-ucO02B7XO3gCoAEC,04kJtp6pVXI,1 word: Provocateur........,word provocateur,word provocateur,False,False,False,False,False,False,False,False,False,False,False,False,0
UgguFITdgu455HgCoAEC,04kJtp6pVXI,Lol. This is what happens when the greedy rich slime keep the masses uneducated & ignorant. Now deal with the stupid that you created. Trying to reason with the irrational is an exercise in futility. Get the popcorn ready bc it's about to boil over. If you fall for the talk you will fall just walking. ,lol this is what happens when the greedy rich slime keep the masses uneducated ignorant now deal with the stupid that you created trying to reason with the irrational is an exercise in futility get the popcorn ready bc it's about to boil over if you fall for the talk you will fall just walking,lol happen greedy rich slime mass uneducated ignorant deal stupid create try reason irrational exercise futility popcorn ready bc boil fall talk fall walk,True,True,False,False,False,False,False,False,False,False,False,False,1
UggwBWh5il3cfXgCoAEC,04kJtp6pVXI,"The legal system is inherently racist, same as this CNN reporter",the legal system is inherently racist same as this cnn reporter,legal system inherently racist cnn reporter,True,True,False,False,False,False,False,False,False,False,False,False,1
UggWg1MBoBR7x3gCoAEC,04kJtp6pVXI,He looks ready to cut heads off he must be a isis sympathizer and I'm going to say maybe 5% care about the issue at hand and other 95% just want to go loot stores and fuck shit up...,he looks ready to cut heads off he must be a isis sympathizer and i'm going to say maybe care about the issue at hand and other just want to go loot stores and fuck shit up,look ready cut head isis sympathizer maybe care issue hand want loot store fuck shit,True,False,False,False,False,True,False,False,False,False,True,False,1
UggxCL2J1VOhLHgCoAEC,04kJtp6pVXI,"lol, ""shoot to apprehend"". He is an idiot.",lol shoot to apprehend he is an idiot,lol shoot apprehend idiot,True,True,False,False,False,False,False,False,False,False,False,False,1
UggY2U73L3toO3gCoAEC,04kJtp6pVXI,"This case has overshadowed the cops that murdered a kid with a fake sword in Saratoga Springs, Utah. I am just as much outraged by the Mike brown case. The murder that happened in Utah was just about the same deal. Cops are provided with non lethal weapons. The shooting in Utah unwarranted because he ran, don't know why he ran but if you lunged at the police with the fake sword you should have taken that opportunity for immediate action right then. He ran and was shot 6 times in the back. We know a large group of cops are corrupt and these murderers are nothing new. Though I have ran from the police many times when I was in my teens, cops just pursue and find him hiding some where. Not just put 6 bullets in the back ending a life. They said in some paper, Saratoga Springs has about 5% of black population.. I have been through there and I would say they were off by about 5%. ",this case has overshadowed the cops that murdered a kid with a fake sword in saratoga springs utah i am just as much outraged by the mike brown case the murder that happened in utah was just about the same deal cops are provided with non lethal weapons the shooting in utah unwarranted because he ran don't know why he ran but if you lunged at the police with the fake sword you should have taken that opportunity for immediate action right then he ran and was shot times in the back we know a large group of cops are corrupt and these murderers are nothing new though i have ran from the police many times when i was in my teens cops just pursue and find him hiding some where not just put bullets in the back ending a life they said in some paper saratoga springs has about of black population i have been through there and i would say they were off by about,case overshadow cop murder kid fake sword saratoga springs utah outraged mike brown case murder happen utah deal cop provide non lethal weapon shooting utah unwarranted run know run lunge police fake sword opportunity immediate action right run shoot time know large group cop corrupt murderer new run police time teen cop pursue find hide bullet end life paper saratoga spring black population,False,False,False,False,False,False,False,False,False,False,False,False,0
Uggy6MHKQWnfo3gCoAEC,04kJtp6pVXI,This man is a zionist jew look at ypu can see the jewnesss in his face  cnn only employ zionist sympathisers and neo-con racists and wolf blitzer is the emplpyeee ,this man is a zionist jew look at ypu can see the jewnesss in his face cnn only employ zionist sympathisers and neo con racists and wolf blitzer is the emplpyeee,man zionist jew look ypu jewnesss face cnn employ zionist sympathiser neo con racist wolf blitzer emplpyeee,True,False,False,False,False,True,True,False,False,False,False,False,1
UggyCKjvUlfBYHgCoAEC,04kJtp6pVXI,"""There is blood on the street but you are worried about words"" .... we are ALL getting very tired with the way mainstream media is treating us like idiots who will follow their condescending, irrelevant, distracting, disparaging narrative... Step up CNN",there is blood on the street but you are worried about words we are all getting very tired with the way mainstream media is treating us like idiots who will follow their condescending irrelevant distracting disparaging narrative step up cnn,blood street worried word tired way mainstream media treat like idiot follow condescend irrelevant distracting disparage narrative step cnn,False,False,False,False,False,False,False,False,False,False,False,False,0
UggYHsvinXkgM3gCoAEC,04kJtp6pVXI,"stop being criminals and you wont get shot, that simple",stop being criminals and you wont get shot that simple,stop criminal shoot simple,True,True,False,True,False,False,False,False,False,False,False,False,1
UggyJcZ89cWxUngCoAEC,04kJtp6pVXI,I LIKE TURTLES!,i like turtles,like turtle,False,False,False,False,False,False,False,False,False,False,False,False,0
Ugh0tf8ZI_s6z3gCoAEC,04kJtp6pVXI,Massri needs an education.,massri needs an education,massri need education,True,True,False,False,False,False,False,False,False,False,False,False,1
Ugh1YgMkYS1iingCoAEC,04kJtp6pVXI,CNN mother fuckers....fuck you peace of shit!,cnn mother fuckers fuck you peace of shit,cnn mother fucker fuck peace shit,True,True,False,False,True,False,False,False,False,False,False,False,1
Ugh4DQdAIl3qUXgCoAEC,04kJtp6pVXI,"Hers my statement, I think ali sheep butt fucker masri should take an ak and go fight in syria..",hers my statement i think ali sheep butt fucker masri should take an ak and go fight in syria,statement think ali sheep butt fucker masri ak fight syria,True,True,False,True,True,True,True,False,False,False,False,False,1
Ugh6foWeFvORtXgCoAEC,04kJtp6pVXI,Hahahahaha.  This guy is Ed Bassmaster's character ALWAYS TESTE. Ed Bassmaster has a semi-retarded character who is cross-eyed just like this guy,hahahahaha this guy is ed bassmaster's character always teste ed bassmaster has a semi retarded character who is cross eyed just like this guy,hahahahaha guy ed bassmaster character teste ed bassmaster semi retarded character cross eyed like guy,True,True,False,False,False,False,False,False,False,False,False,False,1
Ugh8Z3_R5r7iungCoAEC,04kJtp6pVXI,How do these childish cops sleep at night ?,how do these childish cops sleep at night,childish cop sleep night,False,False,False,False,False,False,False,False,False,False,False,False,0
UghANuDr-RLrqXgCoAEC,04kJtp6pVXI,A completely idiot having his minutrs of fame,a completely idiot having his minutrs of fame,completely idiot minutrs fame,True,True,False,False,False,False,False,False,False,False,False,False,1
UghBkatZ4WY1uXgCoAEC,04kJtp6pVXI,I hope to god you guys is still not falling for the same ol banana in the tailpipe bullshit news that they're giving you,i hope to god you guys is still not falling for the same ol banana in the tailpipe bullshit news that they're giving you,hope god guy fall ol banana tailpipe bullshit news,True,True,False,False,False,False,False,False,False,False,False,False,1
UghBYihvgoUqcHgCoAEC,04kJtp6pVXI,CNN is such Bullcrap!,cnn is such bullcrap,cnn bullcrap,True,True,False,False,False,False,False,False,False,False,False,False,1
UghcKD-yV_JR5XgCoAEC,04kJtp6pVXI,"Alright. This entire case is crap. All of these people who are saying that white people are being racist, and calling them bad names is just as ""racist"", as you would like to call it, as us. There have been extensive investigations that prove that this boy's death was out of self defense. However, I am not defending the whole KKK thing. But, I am defending the helpless citizens of Ferguson. This boy died. I don't care if he was white or black. What I do care about is how the people in Ferguson are treating their town. If they really cared about this incident, they would hold memorials to express their feelings.This is not helping themselves get justice. What really matters is that this boy is dead. Something HAS been done about it. The Grand Jury has decided. Can it just be over?",alright this entire case is crap all of these people who are saying that white people are being racist and calling them bad names is just as racist as you would like to call it as us there have been extensive investigations that prove that this boy's death was out of self defense however i am not defending the whole kkk thing but i am defending the helpless citizens of ferguson this boy died i don't care if he was white or black what i do care about is how the people in ferguson are treating their town if they really cared about this incident they would hold memorials to express their feelings this is not helping themselves get justice what really matters is that this boy is dead something has been done about it the grand jury has decided can it just be over,alright entire case crap people white people racist bad racist like extensive investigation prove boy death self defense defend kkk thing defend helpless citizen ferguson boy die care white black care people ferguson treat town care incident hold memorial express feeling help justice matter boy dead grand jury decide,False,False,False,False,False,False,False,False,False,False,False,False,0
UghcMPVXe6XJengCoAEC,04kJtp6pVXI,This guy doesn't know what happened he didn't have his hands up,this guy doesn't know what happened he didn't have his hands up,guy know happen hand,False,False,False,False,False,False,False,False,False,False,False,False,0
UghCqsUPSUHkF3gCoAEC,04kJtp6pVXI,Ayy CNN are lookin like pussies ,ayy cnn are lookin like pussies,ayy cnn lookin like pussy,True,True,False,False,True,False,False,False,False,False,False,False,1
UghEcCSj9amFtXgCoAEC,04kJtp6pVXI,Smirconnish is the most even-handed guy in the world.  This guy Masri is an idiot.,smirconnish is the most even handed guy in the world this guy masri is an idiot,smirconnish handed guy world guy masri idiot,True,True,False,False,False,False,False,False,False,False,False,False,1
UgheEXayk90xIngCoAEC,04kJtp6pVXI,"Masri is a total idiot ""I don't have to know the evidence, I can just come to my own conclusions instead""
Here is a clue, dont attack a cop and try to take his gun and then rush him after he finally gets out of his car and you wont get shot duhhh.
So what would Masri do, take Brown out for a icecream as he is beating him into the ground and not defend himself?
BTW, Browns momma and gramma violently assaulted some people who were selling T-shirts in memory of Brown and put two people in the hospital, stole their money and trashed their shop and will probably be charged for it, so we all know what sort of mentality Brown was raised in and he was a thug wanna be, who caused his own death.",masri is a total idiot i don't have to know the evidence i can just come to my own conclusions instead here is a clue dont attack a cop and try to take his gun and then rush him after he finally gets out of his car and you wont get shot duhhh so what would masri do take brown out for a icecream as he is beating him into the ground and not defend himself btw browns momma and gramma violently assaulted some people who were selling t shirts in memory of brown and put two people in the hospital stole their money and trashed their shop and will probably be charged for it so we all know what sort of mentality brown was raised in and he was a thug wanna be who caused his own death,masri total idiot know evidence come conclusion instead clue attack cop try gun rush finally car shoot duhhh masri brown icecream beat ground defend btw brown momma gramma violently assault people sell t shirt memory brown people hospital steal money trash shop probably charge know sort mentality brown raise thug wanna cause death,True,True,False,False,False,True,True,False,False,False,False,False,1
UghHgshwzX7053gCoAEC,04kJtp6pVXI,He had to take a break because Bassem was making too much sense for him to debate further. ,he had to take a break because bassem was making too much sense for him to debate further,break bassem sense debate far,False,False,False,False,False,False,False,False,False,False,False,False,0
UghIBNvkzZh-xHgCoAEC,04kJtp6pVXI,"Let's reverse the rolls! Black racist cops in rich white communities.(but you can't prove there racist) When a white man gets pissed off at this intolerable condition. We unload several clips of high caliber ammo at point blank range for his audacity at questioning authority. All Americans need to be on full alert of this elitist agenda to set presidents of questioning authority. The elitist upper-class is the problem. Prison culture CIA drug Cartels. Exporting jobs and importing cheap labor, While the elitist get bailed out and support this corrupt system. We can turn this around when we c get past the race issue the Govt. incites to divide the working class, but you can hardly call it a working class because the Govt put everyone out of work. We are more of a homeless class. Let us not for get Western history and the role big money plays in this clusterfuck designed to destroy a Nation that is Destroyed at this point. We can get it back, ask me how.",let's reverse the rolls black racist cops in rich white communities but you can't prove there racist when a white man gets pissed off at this intolerable condition we unload several clips of high caliber ammo at point blank range for his audacity at questioning authority all americans need to be on full alert of this elitist agenda to set presidents of questioning authority the elitist upper class is the problem prison culture cia drug cartels exporting jobs and importing cheap labor while the elitist get bailed out and support this corrupt system we can turn this around when we c get past the race issue the govt incites to divide the working class but you can hardly call it a working class because the govt put everyone out of work we are more of a homeless class let us not for get western history and the role big money plays in this clusterfuck designed to destroy a nation that is destroyed at this point we can get it back ask me how,let reverse roll black racist cop rich white community prove racist white man piss intolerable condition unload clip high caliber ammo point blank range audacity question authority americans need alert elitist agenda set president question authority elitist upper class problem prison culture cia drug cartel export job import cheap labor elitist bail support corrupt system turn c past race issue govt incite divide work class hardly work class govt work homeless class let western history role big money play clusterfuck design destroy nation destroy point ask,True,False,False,False,False,True,True,False,False,False,False,False,1
UghICkPqoL9jJ3gCoAEC,04kJtp6pVXI,This moron is talking about being peaceful?  Their burning the nation's flag idiot.  Even though that's what you are suppose to do when it's old so they have no knowledge.  They are babies making noise. ,this moron is talking about being peaceful their burning the nation's flag idiot even though that's what you are suppose to do when it's old so they have no knowledge they are babies making noise,moron talk peaceful burn nation flag idiot suppose old knowledge baby noise,True,True,False,False,False,False,False,False,False,False,False,False,1
UghKXFnZ33ZOSXgCoAEC,04kJtp6pVXI," This is a CIA agent provocateur operative to kick-start the riots of the New American Civil War. He's not African American but his rehearsed ""Ebonics"" is transparent.",this is a cia agent provocateur operative to kick start the riots of the new american civil war he's not african american but his rehearsed ebonics is transparent,cia agent provocateur operative kick start riot new american civil war african american rehearsed ebonic transparent,False,False,False,False,False,False,False,False,False,False,False,False,0
UghlkAzZr3_fI3gCoAEC,04kJtp6pVXI,Can someone shoot this black idiot too? That would make me giggle inside :),can someone shoot this black idiot too that would make me giggle inside,shoot black idiot giggle inside,True,True,False,True,False,True,True,False,False,False,False,False,1
Ughm_dpizWFohHgCoAEC,04kJtp6pVXI,You people are sick! This man is speaking the truth and y'all are just mad. Trying to justify why a young boy who did nothing was shot and killed smh. Y'all are the devil and a disease to this earth! I'll be glad when the sun burns all your asses into extinction and we can have our planet back! Half animal half devil cave beasts!!! ,you people are sick this man is speaking the truth and y'all are just mad trying to justify why a young boy who did nothing was shot and killed smh y'all are the devil and a disease to this earth i'll be glad when the sun burns all your asses into extinction and we can have our planet back half animal half devil cave beasts,people sick man speak truth mad try justify young boy shoot kill smh devil disease earth glad sun burn ass extinction planet half animal half devil cave beast,True,True,False,True,True,False,False,False,False,False,False,False,1
UghmRzgOUqMozXgCoAEC,04kJtp6pVXI,The world is changing im mad at the police too but id be dam if isis gonna come in here thats when its time to kill these faucks,the world is changing im mad at the police too but id be dam if isis gonna come in here thats when its time to kill these faucks,world change m mad police d dam isis come s time kill fauck,True,True,True,True,False,True,False,False,False,False,True,False,1
Ughn17bxW7f5QXgCoAEC,04kJtp6pVXI,"CNN is propaganda for the most part, and people let them hear it in Ferguson too.",cnn is propaganda for the most part and people let them hear it in ferguson too,cnn propaganda people let hear ferguson,False,False,False,False,False,False,False,False,False,False,False,False,0
Ughnjn7WwwIgbHgCoAEC,04kJtp6pVXI,"What a waste of time talking to that idiot. ""You know what Im sayin."" ""I'll believe what I want to believe.""- Yup- hell with facts or evidence. Loser.",what a waste of time talking to that idiot you know what im sayin i'll believe what i want to believe yup hell with facts or evidence loser,waste time talk idiot know m sayin believe want believe yup hell fact evidence loser,True,True,False,False,False,False,False,False,False,False,False,False,1
UghnzyBgv-jQ9ngCoAEC,04kJtp6pVXI,"News fucktards...........puppet players,,,,,all they are paid liars ",news fucktards puppet players all they are paid liars,news fucktard puppet player pay liar,True,True,False,False,False,False,False,False,False,False,False,False,1
UghofW5VYVB8n3gCoAEC,04kJtp6pVXI,Bassem has the right to express himself....we have freedom of expression.....We all have that right....Its an amendment of the Constitution.....I dont think CNN is that competent after all.,bassem has the right to express himself we have freedom of expression we all have that right its an amendment of the constitution i dont think cnn is that competent after all,bassem right express freedom expression right amendment constitution think cnn competent,False,False,False,False,False,False,False,False,False,False,False,False,0
UgholOxRzEdkW3gCoAEC,04kJtp6pVXI,"does this guy riot before or after work? Orrrr, let me guess he fucks off all day doing nothing.",does this guy riot before or after work orrrr let me guess he fucks off all day doing nothing,guy riot work orrrr let guess fuck day,True,True,False,False,False,False,False,False,False,False,False,False,1
UghOm2iqM9-AYngCoAEC,04kJtp6pVXI,Mr. Masri is 100% right couldn't say it any better myself.,mr masri is right couldn't say it any better myself,mr masri right,False,False,False,False,False,False,False,False,False,False,False,False,0
UghOrBUXagc6J3gCoAEC,04kJtp6pVXI,Can anyone tell me why it is racist if a white man shoots a black man? Is it not racist when black man shoots a white man? Why do these cases turn instantly into racist ones it makes no sense.,can anyone tell me why it is racist if a white man shoots a black man is it not racist when black man shoots a white man why do these cases turn instantly into racist ones it makes no sense,tell racist white man shoot black man racist black man shoot white man case turn instantly racist sense,False,False,False,False,False,False,False,False,False,False,False,False,0
